fecha,delito,x,y,colonia,municipio,clave_mun,hora,bien_afectado,zona_geografica,ID_municipio_unico
09/08/2017,Violencia familiar,-103.930469,20.433314,CENTRO,San Martín Hidalgo,77,05:30,La familia,Interior,ENT14MUN077
19/08/2017,Robo a negocio,-103.592888,20.423623,ACATLAN DE JUAREZ CENTRO,Acatlán de Juárez,2,17:45,El patrimonio,Interior,ENT14MUN002
02/08/2017,Robo a carga pesada,-103.51672,19.886956,NO DISPONIBLE,Sayula,82,17:45,El patrimonio,Interior,ENT14MUN082
17/08/2017,Robo a vehículos particulares,-103.577867,20.22578,CRUZ VERDE,Zacoalco de Torres,119,05:30,El patrimonio,Interior,ENT14MUN119
01/08/2017,Robo a vehículos particulares,-103.665862,20.268535,BARRANCA DE OTATES,Zacoalco de Torres,119,05:30,El patrimonio,Interior,ENT14MUN119
09/08/2017,Violencia familiar,-103.921918,20.433686,EL TEPEHUAJE DE MORELOS,San Martín Hidalgo,77,17:45,La familia,Interior,ENT14MUN077
22/08/2017,Robo a persona,-103.640643,20.434953,BELLAVISTA,Acatlán de Juárez,2,05:30,El patrimonio,Interior,ENT14MUN002
08/08/2017,Robo a casa habitación,-103.660808,20.415419,VILLA CORONA CENTRO,Villa Corona,114,05:30,El patrimonio,Interior,ENT14MUN114
08/08/2017,Robo a vehículos particulares,-103.864047,20.38372,PALO VERDE,San Martín Hidalgo,77,17:45,El patrimonio,Interior,ENT14MUN077
09/08/2017,Robo a persona,-103.684846,20.033326,JUANACATLAN,Tapalpa,86,17:45,El patrimonio,Interior,ENT14MUN086
20/08/2017,Robo a carga pesada,-103.559093,20.410838,NO DISPONIBLE,Acatlán de Juárez,2,17:45,El patrimonio,Interior,ENT14MUN002
10/08/2017,Robo a vehículos particulares,-103.862492,20.383674,PALO VERDE,San Martín Hidalgo,77,05:30,El patrimonio,Interior,ENT14MUN077
17/08/2017,Robo a persona,-103.602739,19.884316,CENTRO HISTORICO,Sayula,82,17:45,El patrimonio,Interior,ENT14MUN082
01/08/2017,Robo a negocio,-103.66367,20.41274,VILLA CORONA CENTRO,Villa Corona,114,17:45,El patrimonio,Interior,ENT14MUN114
20/08/2017,Lesiones dolosas,-103.585846,20.421625,LA LOMITA,Acatlán de Juárez,2,17:45,La vida y la integridad corporal,Interior,ENT14MUN002
02/08/2017,Lesiones dolosas,-103.909402,20.391157,SAN ISIDRO PALO VERDE,San Martín Hidalgo,77,05:30,La vida y la integridad corporal,Interior,ENT14MUN077
19/08/2017,Robo a casa habitación,-103.660579,20.418975,LAS CUEVAS,Villa Corona,114,05:30,El patrimonio,Interior,ENT14MUN114
03/08/2017,Robo a persona,-103.592507,20.42158,ACATLAN DE JUAREZ CENTRO,Acatlán de Juárez,2,05:30,El patrimonio,Interior,ENT14MUN002
10/08/2017,Robo a casa habitación,-103.603939,19.876339,SANTA INES,Sayula,82,05:30,El patrimonio,Interior,ENT14MUN082
09/08/2017,Lesiones dolosas,-103.825245,20.36361,SAN PEDRO,Cocula,24,17:45,La vida y la integridad corporal,Interior,ENT14MUN024
16/08/2017,Homicidio doloso,-103.61926,20.41873,NO DISPONIBLE,Acatlán de Juárez,2,05:30,La vida y la integridad corporal,Interior,ENT14MUN002
18/08/2017,Lesiones dolosas,-103.560483,20.234535,LA MILAGROSA,Zacoalco de Torres,119,17:45,La vida y la integridad corporal,Interior,ENT14MUN119
19/08/2017,Lesiones dolosas,-103.638265,20.435681,BELLAVISTA,Acatlán de Juárez,2,17:45,La vida y la integridad corporal,Interior,ENT14MUN002
21/08/2017,Lesiones dolosas,-103.927026,20.435418,CENTRO,San Martín Hidalgo,77,17:45,La vida y la integridad corporal,Interior,ENT14MUN077
29/08/2017,Robo a carga pesada,-103.556837,20.417162,NO DISPONIBLE,Acatlán de Juárez,2,17:45,El patrimonio,Interior,ENT14MUN002
27/08/2017,Abuso sexual infantil,-103.662034,20.416547,VILLA CORONA CENTRO,Villa Corona,114,17:45,La libertad y la seguridad sexual,Interior,ENT14MUN114
09/08/2017,Robo a negocio,-103.599931,19.881529,CENTRO HISTORICO,Sayula,82,17:45,El patrimonio,Interior,ENT14MUN082
22/08/2017,Lesiones dolosas,-103.597139,19.876209,SAN MIGUEL,Sayula,82,17:45,La vida y la integridad corporal,Interior,ENT14MUN082
20/08/2017,Abuso sexual infantil,-103.822372,20.365927,CENTRO,Cocula,24,05:30,La libertad y la seguridad sexual,Interior,ENT14MUN024
18/08/2017,Robo a vehículos particulares,-103.82486,20.364364,SAN PEDRO,Cocula,24,05:30,El patrimonio,Interior,ENT14MUN024
28/08/2017,Robo de motocicleta,-103.754912,19.939215,EL PARQUE,Tapalpa,86,17:45,El patrimonio,Interior,ENT14MUN086
04/08/2017,Lesiones dolosas,-103.728141,20.362891,OBRERA,Villa Corona,114,05:30,La vida y la integridad corporal,Interior,ENT14MUN114
01/08/2017,Robo a vehículos particulares,-103.722443,20.363759,ESTIPAC,Villa Corona,114,05:30,El patrimonio,Interior,ENT14MUN114
03/08/2017,Robo a casa habitación,-103.660504,20.413174,VILLA CORONA CENTRO,Villa Corona,114,17:45,El patrimonio,Interior,ENT14MUN114
16/08/2017,Robo a casa habitación,-103.599931,19.881529,CENTRO HISTORICO,Sayula,82,05:30,El patrimonio,Interior,ENT14MUN082
19/08/2017,Robo a negocio,-103.638265,20.435681,BELLAVISTA,Acatlán de Juárez,2,17:45,El patrimonio,Interior,ENT14MUN002
29/08/2017,Lesiones dolosas,-103.597139,19.876209,SAN MIGUEL,Sayula,82,05:30,La vida y la integridad corporal,Interior,ENT14MUN082
22/08/2017,Lesiones dolosas,-103.602655,20.430341,LA RESOLANA,Acatlán de Juárez,2,17:45,La vida y la integridad corporal,Interior,ENT14MUN002
16/08/2017,Lesiones dolosas,-103.544943,19.874513,USMAJAC,Sayula,82,17:45,La vida y la integridad corporal,Interior,ENT14MUN082
